posted_date,candidate,est_followers,message,observation,likes,comments,shares,media,type,link,collection_date,language
10/10/2024,harris,5400000,"In moments of crisis, Americans need a leader—not a liar.
WATCH:",campaign ad,3147,2500,596,yes,video,,10/19/2024,en
10/10/2024,harris,5400000,"Stevie Wonder is a longtime friend of mine. 
I thank him for being a part of our fight for the future.
Join us at go.kamalaharris.com.",image,2602,923,457,yes,video,go.kamalaharris.com.,10/19/2024,en
10/10/2024,harris,5400000,"To everyone impacted by Hurricane Milton: I urge you stay inside and off the roads.
Downed power lines, debris, and road washouts are creating dangerous conditions.
Help is on the way, but until it arrives, shelter in place until your local officials say it’s safe to go out.",from POTUS account,4175,1584,229,no,na,,10/13/2024,en
10/10/2024,harris,5400000,"To those in Florida: While Hurricane Milton may have passed, this is still a serious situation. Flooding, debris, and downed power lines may create dangerous conditions in your community. Please stay safe and listen to local officials.",from VP account,2425,938,108,no,na,,10/19/2024,en
10/10/2024,harris,5400000,"The story of Dreamers is a story of America. Dreamers are our neighbors, our friends, and our coworkers. DACA has been a lifeline for young people to live without fear and lawfully work in the only country they’ve ever called home: the United States of America. 
But today, their future is on the line once again as Donald Trump’s allies continue to make every effort to terminate DACA. Donald Trump tried to end DACA once, and if given the chance, he will not rest until he is successful. That would mean hardworking families ripped apart, businesses suddenly without employees, and communities thrown into needless chaos. It’s un-American and wrong. 
I will always stand with Dreamers and keep families together. As attorney general of California, as a U.S. senator, and as vice president, I fought to defend and protect DACA. And as president, I will ensure we live up to our values by fighting to protect Dreamers and urging Congress to pass an earned pathway to citizenship for these young people.",no media - Dreamers,3258,1492,261,no,na,,10/19/2024,en
10/11/2024,harris,5400000,"Today, I am announcing as president, I will create a bipartisan council of advisors to give feedback on policy and inform my administration. Our democracy needs a healthy two-party system.",image,32768,5408,3161,yes,image,,10/19/2024,en
10/11/2024,harris,5400000,Day one priority. When I am president it will be a day one priority to bring down prices. I will take on big corporations that engage in illegal price gouging and corporate landlords that unfairly raise rents on working families.,image,4418,2453,342,yes,image,,10/19/2024,en
10/11/2024,harris,5400000,"Every day, we are witnessing an assault on our freedoms—like the freedom to vote, to make decisions about your own body, to be safe from gun violence, to join a union, and to love who you love openly with pride.
Join this fight for our fundamental freedoms: ",image of Harris and Walz,2500,2139,222,yes,image,,10/19/2024,en
10/11/2024,harris,5400000,"Only 25 days until Election Day. 
This is your reminder to make your plan to vote early, by mail, or on Election Day: IWillVote.com.",photo of Doug Emhhoff,4324,1632,353,yes,photo,IWillVote.com.,10/19/2024,en
10/11/2024,harris,5400000,"To the LGBTQI+ community on National Coming Out Day: You are valued for exactly who you are, no matter where you are in your journey.
We are all in this together. We will continue to fight for your freedom to love who you love and be your authentic self, openly and with pride.",,9328,2407,917,yes,photo,,10/19/2024,en
10/11/2024,harris,5400000,"The people's house is a song that celebrates this beautiful place that we call home, from sea to shinning sea. The Truth Matters. And the truth is on election day voting for Kamala Harris and Tim Walz because I believe in the power of we, not of me.",video,4603,1582,628,yes,video,,10/19/2024,en
10/11/2024,harris,5400000,"Detroit is a city of resilience and hard work. 
Donald Trump knows nothing about that.
Watch our new ad:",campaig ad,6346,2978,3286,yes,video,,10/19/2024,en
10/11/2024,harris,5400000,"As president, I will work to fix our broken system of immigration—including securing our border, and offering a humane pathway to earned citizenship for hardworking people.
I reject the false choice that we cannot do both.",video of Univision town hall,4244,2414,574,yes,video,,10/19/2024,en
10/11/2024,harris,5400000,Donald Trump knows nothing about patriotism or love of country.,campaig ad,2873,2058,440,yes,video,,10/19/2024,en
10/11/2024,harris,5400000,"My Mom and Dad wanted to make sure you heard about Kamala’s new proposal.
She’ll expand Medicare to cover home care for our nation’s seniors and those with disabilities—so that they can live with dignity and afford care.",From Dough Emhoff account,5091,2726,475,yes,video,,10/19/2024,en
10/11/2024,harris,5400000,Hurricanes Helene and Milton have devastated so many communities. Our Administration will be by your side for as long as it takes to rebuild.,from VP account,2690,1634,121,no,na,,10/19/2024,en
10/11/2024,harris,5400000,"Doug and I wish all who are observing Yom Kippur an easy and meaningful fast. 
G’mar Chatima Tovah.",no media,6376,2021,167,no,na,,10/19/2024,en
10/12/2024,harris,5400000,I believe in free and fair markets. I believe in the power of American innovation. I believe in the rights of workers and unions. I believe companies need to play by the rules.,image,20869,5128,1817,yes,image,,10/19/2024,en
10/12/2024,harris,5400000,Let me be clear: Donal Trump and JD Vance will defund Planned Parenthood and threaten access to critical health care for millions of women in America,image,8567,4176,1826,yes,image,,10/19/2024,en
10/12/2024,harris,5400000,"The American people are exhausted with the same old tired playbook. Let’s chart a new way forward, together.",image of Harris,5726,4906,602,yes,image,,10/19/2024,en
10/12/2024,harris,5400000,"If you have been impacted by Hurricanes Helene or Milton, the first step to receive aid is to apply for FEMA assistance: 
—Call the FEMA helpline 1-800-621-3362
—Visit DisasterAssistance.Gov
—Use the FEMA app
—Visit any Disaster Recovery Center
We will be with you every step of the way.",photo of Harris,2488,1249,322,yes,photo,,10/19/2024,en
10/12/2024,harris,5400000,"I will never forget where I come from: the middle class. 
And as president, I will always put the middle class and working families first.",photo Harris and supporters,3728,1684,226,yes,photo,,10/19/2024,en
10/12/2024,harris,5400000,Donald Trump is the same guy who said that women should be punished for having abortions.,photos of Harris with Alex Cooper,4548,2466,421,yes,photo,,10/19/2024,en
10/12/2024,harris,5400000,"To every person who has stepped in to help as we recover and rebuild from Hurricanes Milton and Helene: Our country thanks you.
We are doing everything in our power to get relief to those who need it. We are in this for the long haul.",video hurricane relif supplies,3140,1691,456,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,"Donald Trump spends his time attacking great American cities full of hardworking people.
He’s not looking out for you.",video of Harris watching a clip of Trump,3369,1235,230,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,"Under my economic plan, more than 100 million Americans will get a middle class tax break.",video of harris at podium,2587,1581,320,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,"As president, I will take on corporate price gouging to lower the cost of groceries. 
Donald Trump can’t figure out what groceries are.",video of harris at podium,2914,1867,,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,"It’s time to turn the page. 
My friend Barack Obama is right—we are ready for a better story.",video of Obama,4480,226,1203,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,"Our preparation for Hurricane Milton was coordinated effort between federal, state and local officials. I called Tampa Mayor Jane Castor to discuss how we will continue to work together as Florida recovers.",video of Harris talking with Tampa Mayor,3658,1858,298,yes,video,,10/19/2024,en
10/12/2024,harris,5400000,I invite the public to watch Trump's rallies and be the decision-maker on his acuity.,video clips of Trump event in Detroit,10997,7815,5904,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"Election Day is quickly approaching, and there is hard work ahead from now until November 5.
Make your plan for how you are going to vote—and be sure your friends and family have a plan, too.",image,2660,1639,391,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,no text,"Announcement of rally in Raleigh, North Carolina",2394,1384,,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,"If you have been displaced due to the recent hurricanes, you may be eligible for lodging reimbursement from FEMA: DisasterAssistance.gov",Image of Harris,3200,1581,1375,yes,image,DisasterAssistance.gov,10/19/2024,en
10/13/2024,harris,5400000,"My economic plan offers: $50,000 startup deduction for small business owners. $6,000 child tax credit for new parents. $25,000 down-payment assistance for first-time home buyers",image,42027,14334,10267,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,"Let me be clear: As president, I will restore reproductive freedom.",image notes that Trump appointed justices that reversed Roe v Wade,4562,2721,1135,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,"It’s almost impossible to start a business on $5,000.
Our plan to raise the startup expense deduction to $50,000 will strengthen our small businesses and lift up our communities.",image of economic plan and assistance for new business,1887,1191,236,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,"In 23 days, our votes will shape the future of America. As president, I promise that future will be one where everyone has a fair shot to succeed.
Tune in to hear my speech in Greenville, North Carolina",video of rally,6479,7272,956,yes,image,,10/19/2024,en
10/13/2024,harris,5400000,"Happy birthday, Dougie. 
Thank you for being such an incredible partner to me. I love you so much.",photo of Harris and Emhoff,26083,4408,681,yes,photo,,10/19/2024,en
10/13/2024,harris,5400000,"Faith is a verb. It is something we show in action and in service.
It was my honor to worship with the Koinonia Christian Center Church today in Greenville, NC.",photos of Harris praying with African American,6970,2031,608,yes,photo,,10/19/2024,en
10/13/2024,harris,5400000,"Donald Trump is not fit to be President of the United States.
We have the power to defeat him and his dangerous agenda at the ballot box: IWillVote.com
",campaig ad,4583,3032,3112,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"Our faith requires action—and our faith guides us forward in the fight for what is right. 
Join our fight today: go.kamalaharris.com",video of Harris in black church,3223,1623,561,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,Donald Trump is not being transparent with voters.,video of Harris in a rally,4988,3401,769,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"As a young girl attending the 23rd Avenue Church of God in Oakland, I learned about a loving God. A God who asks us to speak up for those who cannot speak for themselves. 
We know: One must do justice, love mercy, and walk humbly with our God. That truth is important at all times.",video fo Harris in a black church,3119,2564,443,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"Magic Johnson said he would do his part to help us win in November—will you do yours?
Join our fight for the future: go.kamalaharris.com",video with Magic Johnson,4007,2455,506,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"Yesterday, I released my medical records. Donald Trump should do the same.",video,4529,5914,602,yes,video,,10/19/2024,en
10/13/2024,harris,5400000,"Donald Trump refuses to release his medical records, and he is unwilling to meet for a second debate.
Why does his staff want him to hide away? Are they afraid that people will see that he is too weak and unstable to lead America?",no media,14352,6891,751,no,na,,10/19/2024,en
10/14/2024,harris,5400000,no text,"Announcement of rally in Raleigh, North Carolina",2227,994,0,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,"Imagine Donald Trump with no guardrails. He has openly vowed that he will be a dictator on day one and suggests we ""terminate"" the Constitution.",image,7464,5220,1992,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump's concepts of a health care plan would reopen high risks pools, raise costs for people with pre-existing conditions, and rip insurance away from millions of Americans. Health care is a right not just a privelege for those who can afford it.",image,7546,3157,1500,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump has the same old, tired playbook—with no plan to address the needs of the American people.
It’s time to turn the page. 
Join our campaign: ",image of harris and walz that reads volunteer,1930,1171,233,yes,image,go.kamalaharris.com,10/19/2024,en
10/14/2024,harris,5400000,Black men deserve a president who cares about making their lives better.,image listing opportunity agenda for BLACK MEN,2335,1765,410,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,Agenda for Black Men,Image from Kamala HQ comparing agenda of Harris v Trump targeted at BLACK MEN,4943,3027,649,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,"When we invest in Black men—their dreams, aspirations, and ambitions—we are stronger.",image with long post explaining opportunity agenda for BLACK MEN,3106,2128,310,yes,image,,10/19/2024,en
10/14/2024,harris,5400000,"My parents met while protesting for civil rights. When I was a child, they would take me to marches in a stroller.
Those were my first memories of seeing people fighting for the freedoms and the promise of America that had long been kept from them.
As I have traveled across the country, I have spoken with many Americans—including Black men—about their hopes, dreams, hurdles, and worries. Black men and boys deserve a president who sees them, and will help break through the barriers preventing them from building intergenerational wealth and realizing their aspirations.
Donald Trump is not that president.
Trump’s business career began when he was investigated for refusing to rent property to Black families. His entry into public life was when he took out a full-page ad in the New York Times calling for the execution of the Central Park Five—innocent Black teenagers who were later exonerated. As president, he called majority-Black nations “shitholes.”
Today, Trump’s Project 2025 agenda would give him unchecked power, posing an even more serious threat to Black communities. He would bring back stop-and-frisk, roll back civil and voting rights, and implement a national sales tax costing families an average of $4,000 per year.
We can’t go back—and we do not have to. Today, I’m announcing an Opportunity Agenda for Black Men.
It will, among other things, provide 1 million fully forgivable loans to entrepreneurs, and protect cryptocurrency investments so people who make them know their money is safe. It will launch a National Health Equity Initiative focused on illnesses that disproportionately impact Black men like sickle cell disease and diabetes. And it will legalize recreational marijuana and ensure that all Americans have opportunities to succeed as this new industry takes shape.
When we invest in Black men—their dreams, aspirations, and ambitions—we are stronger.",photos of Harris with African American men,4027,1903,780,yes,photo,,10/19/2024,en
10/14/2024,harris,5400000,"I know and respect the power that people have to make a difference. That is why I am doing the work to earn every vote.
My full interview with The Shade Room: kamalaharris.link/TheShadeRoom",Video reads Black Men are no different from anybody esle,2767,1463,319,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"This Indigenous Peoples’ Day, I am thinking about the young Indigenous leaders I met in Arizona last week.
I am counting on their leadership and looking forward to our partnership.",video of Harris with native americans,3333,1354,549,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"I plan to build an opportunity economy—which means allowing people to achieve their ambitions, goals, and dreams.",video with a black man,2105,1436,276,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump took out a full-page ad in the New York Times saying the Central Park 5 should be executed. He refused to rent to Black families. He has spread lies about Black immigrants.
This man is dangerous.",video interview,12716,7360,3001,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump took out a full-page newspaper ad calling for the execution of innocent Black and Latino boys: The Central Park Five.
Trump has a long history of racism—and his Project 2025 plan would give him virtually unchecked power over Black Americans’ lives and bodies.",campaig ad,6311,3819,2750,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"The relationship between Tribal Nations and the United States is sacred. We must honor Tribal sovereignty, embrace our trust and treaty obligations, and ensure Tribal self-determination. 
As president, I will always defend those principles.",video of harris at rally,9829,3825,1255,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"the American people deserve better than concepts of a plan. 
Tune in to my speech in Erie, Pennsylvania and Governor Walz’s speech in Wisconsin to hear how we plan to chart a new way forward—toward a future where everyone has the opportunity not just to get by, but to get ahead. kamalaharris.com/a-new-way-forward",video of rally,14511,10050,1657,yes,video,kamalaharris.com/a-new-way-forward,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump’s Project 2025 Agenda would give him unchecked power to act on his worst instincts—and there will be no one to stop him.
Watch our new ad:",campaig ad,5176,4501,1597,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"Donald Trump is increasingly unstable and unhinged. He is out for unchecked power. 
Just listen to his words—he tells us who he is. Roll the clip:",video of harris at rally,5053,3966,1084,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"Yesterday, I reaffirmed how we can come together and support our fellow Americans in times of crisis.
Donald Trump suggested deploying the military against American citizens. He says our neighbors are “the enemy from within.”",video of trump v. harris,2776,3416,485,yes,video,,10/19/2024,en
10/14/2024,harris,5400000,"FEMA assistance is available for those who have been impacted by Hurricanes Milton and Helene.
You can apply by:
→ Visiting DisasterAssistance.gov
→ Calling 1-800-621-3362
→ Using the FEMA App",from the VP account,2876,1549,333,no,na,,10/19/2024,en
10/15/2024,harris,5400000,"As president, I will make sure that Black men can build wealth.",image highlighting opportunity agenda for BLACK MEN,3327,2604,590,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,We know who Donald Trump is. He will stop at nothing to claim power for himself.,image,9258,4814,947,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,No one should go to jail for smoking weed. Kamala Harris will legalize recreational marijuana breaking down unjust barriers that hold black men and other americans back and making black americans have opportunities to succeed as the marketplace takes shape,IMAGE READ: Kamala Harris will legalize recreational marijuana breaking down unjust barriers that hold black men and other americans back and making black americans have opportunities to succeed as the marketplace takes shape,3478,2290,933,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,"Donald Trump will give billionaires and corporations massive tax cuts again. Under my economic plan, we will give a tax cut to 100 million more Americans. That is what is at stake this November. ",image,6853,3699,1149,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,We need to make sure that billionaires and big corporations pay their fair share.,image of Harris and Colbert with a reference that teachers nurses etc should not pay more in taxes that billionaries,3434,1430,344,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,"A new Wall Street Journal report found that inflation and deficits would be higher under a Trump administration.
Donald Trump’s economic agenda would raise costs for the middle class.",image of WSJ report,2489,1509,1117,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,As president I will expand Medicare to cover home health care for seniors,image,12419,4249,1292,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,"When unions are strong, the middle class is strong.",image of statement against Trump,3986,2685,1771,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,"Grateful to Legenderie Records & Coffee House in Erie, PA for saving me some Marvin Gaye.",harris video in a record shop,10400,5219,808,yes,image,,10/19/2024,en
10/15/2024,harris,5400000,"Donald Trump has no plan for the hardworking people of our country. He is unstable and unhinged—and that is why he was fired by 81 million people.
It is time to turn the page on Donald Trump. With your support, we can.",image of harris and walz donate,2355,1732,164,yes,image,secure.actblue.com,10/19/2024,en
10/15/2024,harris,5400000,"As a proud graduate of Howard University, I know that when we invest in our HBCUs, we invest in the strength of our nation for years to come.
Our HBCUs are centers of academic excellence, but they don’t necessarily have the same resources. As vice president, I have helped invest $16 billion more in federal funding to our HBCUs. I will continue to do so as president.",photo of Harris at Howard University,3460,1097,151,yes,photo,,10/19/2024,en
10/15/2024,harris,5400000,"Growing up in a small town, you learn to take care of your neighbors. So let me tell you exactly what Kamala Harris and I will do to support our rural communities.
With our Plan for Rural America:
We’ll recruit 10,000 more rural health care professionals and increase access to affordable and high-quality health care in rural communities.
We’ll make sure independent pharmacies can stay open — and build 3,000 more, so rural communities can get the medications they need.
We’ll support the sandwich generation to care for our elders at home and lower the cost of child care.
We’ll support family farmers and help ensure future generations of American farmers can thrive by helping beginning farmers get more access to credit, and connecting them with all sorts of training and technical assistance.
And we’ll make sure farmland remains farmland and isn’t taken over by big corporate buyers.",from Walz account,2766,1249,194,yes,photo,,10/19/2024,en
10/15/2024,harris,5400000,"Today marks three weeks until Election Day. 
Let’s roll up our sleeves and make every moment count. 
It’s going to take a lot of hard work. Together, we can win this: go.kamalaharris.com.",photo harris at rally with banner that reads FREEDOM in background,5121,2132,633,yes,photo,go.kamala.harris.com,10/19/2024,en
10/15/2024,harris,5400000,Hope he's okay.,video clip of Trump event where he listened to music,16199,9103,2367,yes,video,,10/19/2024,en
10/15/2024,harris,5400000,"Georgia, your vote is your voice, and your voice is your power. Comment your voting plan and tag a friend to ask them to do the same.",image of state of GA announcing early vote,2169,1195,275,yes,video,,10/19/2024,en
10/15/2024,harris,5400000,"Take Ella’s advice: don’t wait! Your voter registration, your mail-in ballot, your voting plan—they need your attention today. And in some states, the deadline to register has already passed. 
Go to IWillVote.com to solidify your voting plan.",from Emhoff account,3560,1846,219,yes,video,,10/19/2024,en
10/15/2024,harris,5400000,"I trust women to know what is in their best interests for their reproductive health. 
Not a bunch of folks at a state capitol telling them what to do.",video of harris at rally,4126,2749,660,yes,video,,10/19/2024,en
10/15/2024,harris,5400000,"Donald Trump called himself “the father of IVF.” What is he talking about?
His abortion bans have already jeopardized access to it in states across the country—and his own platform could end IVF altogether.",no media,6008,4877,427,no,na,,10/19/2024,en
10/16/2024,harris,5400000,"Only 20 days left until Election Day.
Don’t wait—vote early, by mail, or make a plan to vote on November 5th.
IWillVote.com",image of harris with 20 days,4067,1666,629,yes,image,iwillvote.com,10/19/2024,en
10/16/2024,harris,5400000,I agreed to a second debate. Trump refused. I released my medical records. Trump has not. I sat for 60 Minutes interview. Trump backed out. One has to ask: What is Donald Trump trying to hide?,image,32020,10565,5476,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,no text,announcement of event in PA,1422,656,,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,What is he talking about?,image on Trump father of IVF,2863,2058,959,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,There are 20 days left until election day. This is not time to throw up our hands - let us roll up our sleeves. We are in this fight together,image,5887,3215,448,yes,image,go.kamala.harris.com,10/19/2024,en
10/16/2024,harris,5400000,"Two different visions for America.
Every single vote makes a difference at the ballot box.",image comparing agenda of Harris and Trump,5297,2788,1226,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,"Donald Trump wants to take us backward. 
We’re not going back.",image with long message on how Trump is a threat to freedoms,3570,2296,299,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,"President Carter, thank you for your support.",shares a story from AJC.COm,13892,2474,756,yes,image,,10/19/2024,en
10/16/2024,harris,5400000,"My entire career, I have worked to support our HBCUs, expand access to health care, address Black maternal mortality, invest in our small businesses, and achieve the lowest Black unemployment rate ever in our country. I will do the same as president.",video of interview with Charlegmene tha god,2753,1716,494,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,Donald Trump is increasingly unstable. He is unfit to be President of the United States.,video of interview on tarmac,6299,2986,519,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"Auntie, Momala, sister, vice president, or president—I will always be there for my family and for yours.",From Emhoff account - video of Emhoff and his son -- Brought the Harris-Emhoff guys group chat to life for a family breakfast. I love these guys.,4118,1357,217,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"I promise to be a president for all Americans.
Watch live as I deliver remarks in Washington Crossing, Pennsylvania.
For ASL feed, please tune in here: https://us06web.zoom.us/j/87876719008",Video of rally at Washington Crossing PA with republicans,6767,6749,1223,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"Donald Trump has stated that one of the biggest threats America faces is “the enemy from within.” He has said that as president, he would use our military to go after those who don’t support him.
Use the American military to go after American citizens? Let that sink in.",video of harris on podium,3986,4388,664,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"I am the only person running for president who has prosecuted transnational criminals. I have spent a significant part of my career going after people who present a threat to the safety of the American people. 
I take this work quite seriously.",video of harris with Fox News,4273,3506,382,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"Donald Trump is unstable, and we should all be concerned.",video of harris with Fox News,12711,8258,2793,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"My plans for the economy will strengthen our economy. Trump's will make it weaker. 
Those are the facts.",video of harris with Fox News,3455,2622,385,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,I invite everyone to go to KamalaHarris.com to read up on my comprehensive plans for the American people.,video of harris with Fox News,5009,6382,531,yes,video,kamalaharris.com,10/19/2024,en
10/16/2024,harris,5400000,"I promised Amber’s family that she would not be just a statistic. We will speak her name.   
Nothing can undo or heal the incredible pain Shanette, CJ, and Andrika have endured. But we can do everything in our power to restore reproductive freedom and get rid of Trump’s Abortion Bans to ensure preventable death like hers never happens again.",campaig ad,2493,2197,378,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"Donald Trump said that Black and Latino voters who don’t support him should have their heads examined.
His Project 2025 Agenda would give him virtually unchecked power to implement policies that would disproportionately harm Black and Latino communities.",campaig ad,3260,4969,634,yes,video,,10/19/2024,en
10/16/2024,harris,5400000,"Our Constitution determines whether we are a country where people can speak freely, worship as they choose, and vote without fear.
All of this depends on leaders honoring their oath to the Constitution. Donald Trump violated his and, given the chance, he will violate it again.",no media,7042,3827,568,no,na,,10/19/2024,en
10/17/2024,harris,5400000,no text,"announcement of rally Green Bay, Wisconsin",1761,904,0,yes, image,,11/1/2024,en
10/17/2024,harris,5400000,Assistance is available for people affected by Hurricanes Helene and Milton. Our administration is on the ground to help you recover and rebuild as soon as possible.,image of Harris on hurricane relief ,1988,903,217,yes, image,,11/1/2024,en
10/17/2024,harris,5400000,"I swore an oath to uphold the constitution six times: As vice president, as a US Senator, and as the top law enforcement officer of the largest state in the country. I have never wavered in upholding that oath.",image,9819,4093,468,yes,image,,10/19/2024,en
10/17/2024,harris,5400000,"North Carolina, your vote is your voice. Not registered? You can register and vote in one visit. 
Find your voting location at IWillVote.com/NC.",image of NC,2107,1600,255,yes,image,iwillvote.com/nc,10/19/2024,en
10/17/2024,harris,5400000,"More than 20 states across our nation have imposed Trump Abortion Bans—many with no exceptions, even for rape and incest. 
Reproductive freedom is on the ballot in November: ",Image of I will vote,1918,1800,168,yes,image,,11/1/2024,en
10/17/2024,harris,5400000,no text,announcement of rally in La Crosse WI,1987,2061,0,yes,image,,11/1/2024,en
10/17/2024,harris,5400000,"I am campaigning for every vote because I intend to be president for all Americans - no matter their political party, where they live, or where they get their news. That is why I went  on Fox News last night.",image,12239,3856,484,yes,image,,11/1/2024,en
10/17/2024,harris,5400000,"My mother came to the United States at the age of 19. 
She was all by herself and raised my sister Maya and me. I know what it is like to have a hard-working mother who loves you, and to lose that. And I know that her spirit is alive. 
Thank you, Yvette, for sharing your story.",image,4908,1318,148,yes,image,,11/1/2024,en
10/17/2024,harris,5400000,Our Administration continues to help communities recover from Hurricanes Helene and Milton.,from VP account,1550,604,65,yes,image,,11/1/2024,en
10/17/2024,harris,5400000,"Donald Trump is not stable, and we should all be concerned.",image of harris and fox news interview,12304,4179,1367,yes ,image,,11/1/2024,en
10/17/2024,harris,5400000,"Growing up, our mother worked long hours, so my sister Maya and I would stay with our neighbor, Mrs. Shelton. She helped my mother take care of us, and we used to call her our second mother.
Mrs. Shelton was a small business owner. Since I was a child, I have known that small business owners hold the community together. They hire locally, mentor, and are civic leaders.
Americans do not lack ambition, aspiration, dreams, or the preparedness to do hard work. However, not everyone has the resources to turn their dreams into reality. 
That is why part of my economic plan will give a $50,000 tax deduction to help entrepreneurs and innovators start and grow their start-ups and small businesses.",photo of young harris with mrs shelton,6571,1978,368,yes,photo,,11/1/2024,en
10/17/2024,harris,5400000,"In 1776, General George Washington crossed the icy Delaware River in darkness, achieving a major victory in the American Revolution. Not too far from that very location, delegates from across the nation gathered to compose the Constitution of the United States.
Our nation’s founders often disagreed, but as they wrote our Constitution, they laid out the foundation of our democracy, including the rule of law, checks and balances, free and fair elections, and a peaceful transfer of power. These principles and traditions have sustained our nation for over two centuries. Americans from all backgrounds and beliefs have cherished, upheld, and defended them. 
Yesterday, I proudly stood in that same place in Washington Crossing, Pennsylvania, with over 100 Republican leaders from across our nation who are supporting my candidacy for President of the United States. Those who formerly worked with Presidents George W. Bush, George H.W. Bush, and Ronald Reagan, as well as Mitt Romney, John McCain, and even members of Donald Trump’s own administration. 
We may not agree on everything. But we share a core belief that our democratic ideals are at stake in this election—ideals that our founders and generations of Americans before us have fought for. Now, the baton is in our hands. I am grateful to each person who has decided to put our country before party.
This November, with your help, we will write the next great chapter in the most extraordinary story ever told.",photo of harris in an event,4659,1866,528,yes,photo,,11/1/2024,en
10/17/2024,harris,5400000,"When I look at our aspiring business leaders, I know our future is bright. 
My economic plan allows entrepreneurs and small business owners to get their foot in the door and turn their dreams into reality.",video of harris at podium,2311,1610,355,yes,video,,10/19/2024,en
10/17/2024,harris,5400000,"Donald Trump has peddled harmful conspiracies about immigrant communities eating pets and spread misinformation about resources available to those impacted by Hurricanes Milton and Helene.
He is a deeply unserious man—but the consequences of him having power are deadly serious.",video of harris talking with supporters,4500,3512,774,yes,video,,10/19/2024,en
10/17/2024,harris,5400000,"Today I am rallying voters in La Crosse, Wisconsin with Mark Cuban. Tune in.",video of rally,5904,5255,785,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,"Last night, a voter asked Donald Trump about January 6—a tragic day of violence where 140 law enforcement officers were injured and some were killed. Trump called it “a day of love.” 
The American people are exhausted with his gaslighting.",video of harris at a rally,4263,3200,651,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,"Join me in Green Bay, Wisconsin for a rally. Watch now.",video of rally,4963,4278,599,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,Kamala Harris has spent her life fighting on behalf of people who need a voice and a chance – and she's going to keep fighting for you. That's the kind of person I'm proud to vote for and that's the kind of president that we need.,from Obama's account,2199,1131,209,yes,video,,11/1/2024,en
10/17/2024,harris,5400000,"When you listen to Donald Trump talk, it becomes increasingly clear: He has no idea what he’s talking about when it comes to women’s health care.",video of harris at rally,3585,2003,505,yes,video,,11/1/2024,en
